?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/XAO_0003228>	"Type of trunk muscle that lies ventral to the horizontal septum of the vertebrae and is innervated by the ventral ramus of the spinal nerves. The arise from migratory somitic cells along the lower margin of the trunk somites."	"UBERON:0008777"
<http://purl.obolibrary.org/obo/XAO_0000278>	"When the marginal zone mesoderm undergoes involution, where the marginal zone contacts the vegetal base."	
<http://purl.obolibrary.org/obo/XAO_0004196>	"Odontoid tissue that is deposited by cementoblasts onto dentine tissue and functions to attach teeth, odontodes and other odontogenic derivatives to bone tissue and the integument."	"UBERON:0001753"
<http://purl.obolibrary.org/obo/XAO_0004331>	"Muscle that is part a complex that arises from the skull roof and acts to elevate or close the lower jaw. It originates from the ventral bend of the anlage of processus muscularis palatoquadrati. It runs ventrally near the levator mandibulae longus supeficialis and inserts anterior of it at Meckel's cartilage."	
<http://purl.obolibrary.org/obo/XAO_0004352>	"Muscle in the orbit that inserts on the anterior side of the eye and the function of which is adduction of the eyeball."	
<http://purl.obolibrary.org/obo/XAO_0000448>	"A swelling from the 3rd visceral arch at NF stage 35 and 36, which co-occurs with a depression between the 3rd and 6th, forming the external gills by NF stage 39."	"UBERON:0008894"
<http://purl.obolibrary.org/obo/XAO_0005287>	"The presumptive cells of the jaw muscle."	
<http://purl.obolibrary.org/obo/XAO_0005015>	"The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter."	"GO:0030424"
<http://purl.obolibrary.org/obo/XAO_0000101>	"An out-pocket of thickened ventral foregut epithelium adjacent to the developing heart. Its anterior portion gives rise to the liver and intrahepatic biliary tree, while the posterior portion forms the gall bladder, hepato-pancreatic duct, hepato-pancreatic progenitor cells and the bile duct."	"UBERON:0008835"
<http://purl.obolibrary.org/obo/XAO_0000089>	"Ventral part of the blastopore lip, which forms as a result of the contraction of bottle cells."	
<http://purl.obolibrary.org/obo/XAO_0004091>	"The portion of the embryonic ectoderm, including the preplacodal ectoderm, that does not give rise to nervous tissue."	"UBERON:0005497"
<http://purl.obolibrary.org/obo/XAO_0005129>	"The section of the stomach comprising the cardia, fundus, and stomach body."	
<http://purl.obolibrary.org/obo/XAO_0003184>	"Skeletal and cartilaginous elements of the fourth branchial or pharyngeal arch."	
<http://purl.obolibrary.org/obo/XAO_0004351>	"Type of muscle that attaches to the larynx."	
<http://purl.obolibrary.org/obo/XAO_0003035>	"Any of the 5 digits that are the most distal parts of a hindlimb, each digit consisting of a single metatarsal, 2-4 phalanges, and a claw."	"UBERON:0001466"
<http://purl.obolibrary.org/obo/XAO_0004567>	"A nucleus situated in the preoptic area that contains large neurosecretory neurons."	"UBERON:2000248"
<http://purl.obolibrary.org/obo/XAO_0000085>	"Mesoderm layer between somite and lateral plate. All components of the pronephric kidney arise from this."	"UBERON:0003064"
<http://purl.obolibrary.org/obo/XAO_0005051>	"Hypothalamic region that with the mammillary nuclei forms the mammillary complex."	
<http://purl.obolibrary.org/obo/XAO_0005077>	"Multinucleate cell formed by later myoblasts that cling by pseudopodia pushed into the surfaces of existing myotubes, and that instead of fusing with the myotube fuse with each other."	
<http://purl.obolibrary.org/obo/XAO_0000175>	"Involuntary muscle tissue consisting of uninucleate spindle-shaped fibers. Found within the walls of blood vessels, the alimentary tract, bladder, and reproductive tract."	"UBERON:0001135"
<http://purl.obolibrary.org/obo/XAO_0004275>	"Ossicle that is part of the axial skeleton."	"UBERON:0011142"
<http://purl.obolibrary.org/obo/XAO_0005285>	"Any microtubule that is part of a mitotic or meiotic spindle; anchored at one spindle pole."	"GO:0005876"
<http://purl.obolibrary.org/obo/XAO_0000009>	"Sensory membrane that lines the posterior chamber of the eye and functions as the immediate instrument of vision by receiving the image formed by the lens and converting it into chemical and nervous signals which reach the brain by way of the optic nerve."	"UBERON:0000966"
<http://purl.obolibrary.org/obo/XAO_0005296>	"A cell junction at which anchoring proteins (cadherins or integrins) extend through the plasma membrane and are attached to actin filaments."	"GO:0005912"
<http://purl.obolibrary.org/obo/XAO_0006003>	"The portion of a cell bearing surface projections such as axons, dendrites, cilia, or flagella that includes the nucleus, but excludes all cell projections."	"GO:0044297"
<http://purl.obolibrary.org/obo/XAO_0000171>	"Anatomical cluster that consists of two or more adjacent bones or cartilages, which may be interconnected by various types of tissue."	"UBERON:0000982"
<http://purl.obolibrary.org/obo/XAO_0004162>	"Type of artery that carries blood from the heart to the lungs. They are the only arteries that carry deoxygenated blood. Develops from aortic arch 6."	"UBERON:0002012"
<http://purl.obolibrary.org/obo/XAO_0004385>	"Cartilaginous element that comprises the network-like cartilaginous skeleton of the gill region."	
<http://purl.obolibrary.org/obo/XAO_0000127>	"Tube that connects the pharynx to the stomach. At NF stage 57 it is a straight tube, round in cross section, and starting from the pharynx runs backward along the dorsal side of the abdominal cavity. Its lining consists of a columnar glandular epithelium with mucus secreting cells. It is thrown into longitudinal folds."	"UBERON:0001043"
<http://purl.obolibrary.org/obo/XAO_0000155>	"Anatomical system comprising the organs of the male reproductive system."	"UBERON:0000079"
<http://purl.obolibrary.org/obo/XAO_0005098>	"Blastomere which lies lateral to blastomere D1.1.1 and is in the first tier of blastomeres. It contributes to a variety of tissues and organs, including the cement gland, head epidermis, olfactory epithelium, lens, cranial ganglia, otic vesicle, epidermis, tail fin, neural crest, retina, hindbrain, spinal cord, pharyngeal arches, caudal notochord and hindgut."	
<http://purl.obolibrary.org/obo/XAO_0001101>	"One of two pancreatic primordia that give rise to a ventral pancreatic bud."	"UBERON:0003921"
<http://purl.obolibrary.org/obo/XAO_0005099>	"Blastomere which lies lateral to blastomere D1.1.2, posterior to its sister cell, blastomere D1.2.1, in the second tier of blastomeres. It contributes to a variety of tissues and organs including fin, epidermis, cement gland, olfactory epithelium, neural crest, lens, cranial ganglia, retina, brain, notochord, somites, pronephric kidney, lateral plate mesoderm, pharynx, foregut, hindgut and archenteron roof."	
<http://purl.obolibrary.org/obo/XAO_0004212>	"The central of the three epibranchial placodes, associated with the 2nd pharyngeal cleft and contributing to the distal ganglia of cranial nerve IX (glossopharyngeal nerve)."	"UBERON:0009125"
<http://purl.obolibrary.org/obo/XAO_0004429>	"The presumptive cells of the levator mandibulae externus muscle."	
<http://purl.obolibrary.org/obo/XAO_0003088>	"Any of the coiled tubules located in the testes in which spermatozoa are produced."	"UBERON:0001343"
<http://purl.obolibrary.org/obo/XAO_0004111>	"One of the two photoreceptor cell types in the retina. In cones the photopigment is in invaginations of the cell membrane of the outer segment. Cones are less sensitive to light than rods, but they provide vision with higher spatial and temporal acuity, and the combination of signals from cones with different pigments allows color vision."	"CL:0000573"
<http://purl.obolibrary.org/obo/XAO_0003077>	"The vertebra anterior to the sacral vetebra."	"UBERON:0004451"
<http://purl.obolibrary.org/obo/XAO_0000280>	"Anatomical region that is the lower, light-colored hemisphere of the egg, as its cells contain large amounts of dense yolk proteins. The Xenopus egg is divided into two roughly equal halves: the animal and vegetal hemispheres."	"UBERON:0012285"
<http://purl.obolibrary.org/obo/XAO_0005206>	"An anatomical region that is the entire part of an anatomical structure anterior to a transverse plane and bounded on one side by the same transverse plane."	
<http://purl.obolibrary.org/obo/XAO_1000094>	"Xenopus developmental stage that is one of the 66 standard chronological embryonic and tadpole stages originally described by Nieuwkoop and Faber in the Normal Table of Xenopus laevis (Daudin)."	
<http://purl.obolibrary.org/obo/XAO_0004156>	"Vein internal to the eye."	"UBERON:0006011"
<http://purl.obolibrary.org/obo/XAO_0004088>	"The apical region of the animal hemisphere."	
<http://purl.obolibrary.org/obo/XAO_0004164>	"Type of vein that sprouts from the posterior cardinal vein, growing dorsally between the somites, and then joining, and draining the dorsal longitudinal anastomosing vessel."	
<http://purl.obolibrary.org/obo/XAO_0004266>	"The 8th and most posterior segment of the developing hindbrain."	
<http://purl.obolibrary.org/obo/XAO_0003202>	"Epithelium lining the pharynx, consisting largely of simple columnar epithelium."	"UBERON:0003351"
<http://purl.obolibrary.org/obo/XAO_0003016>	"An undifferentiated cell produced by early cleavages of the fertilized egg (zygote)."	"CL:0000353"
<http://purl.obolibrary.org/obo/XAO_0000330>	"Transient developmental organ that gives rise to oviducts in females (and is documented to persist in some male frogs)."	"UBERON:0003890"
<http://purl.obolibrary.org/obo/XAO_0004288>	"Skeletal element that forms around the notochord and is part of the vertebral column."	"UBERON:0010913"
<http://purl.obolibrary.org/obo/XAO_0004006>	"Epithelium that consists of more than one layer of epithelial cells."	"CARO:0000069 UBERON:0000486"
<http://purl.obolibrary.org/obo/XAO_0003033>	"Surface structure that provides one of the small external openings of the head that give passage to air for breathing."	"UBERON:0005928"
<http://purl.obolibrary.org/obo/XAO_0005276>		
<http://purl.obolibrary.org/obo/XAO_0000412>	"The 5th somite located posterior to the head."	
<http://purl.obolibrary.org/obo/XAO_0000104>	"Posterior subdivision of the digestive tract. The posterior part of the alimentary canal, including the large intestine and cloaca."	"UBERON:0001046"
<http://purl.obolibrary.org/obo/XAO_0005037>	"Any of the hematopoietic stem cell derived phagocytic cells that are first observed in the ventral blood island at NF stages 17-18 and at stage 20 begin to migrate over the whole embryo between the epidermis and the mesoderm, completing their migration by stage 25."	
<http://purl.obolibrary.org/obo/XAO_0004062>	"The fin at the posterior part of the body of the tadpole."	
<http://purl.obolibrary.org/obo/XAO_0000168>	"Anatomical system that provides locomotion and physical support to the organism."	"UBERON:0002204"
<http://purl.obolibrary.org/obo/XAO_0005307>	"Posterior region of the developing endomesoderm."	
<http://purl.obolibrary.org/obo/XAO_0000410>	"The 3rd somite located posterior to the head."	
<http://purl.obolibrary.org/obo/XAO_0000429>	"Any of the major paired nerves of the head or cephalic region. Twelve pairs of cranial nerves exit/enter the cranium through openings in the skull. The nerves contain efferent axons with motor and glandular functions, as well as afferent axons from cranial ganglia with sensory functions. They are numbered in a rostral to caudal sequence, with the exception of the lateral line nerves."	"UBERON:0001785"
<http://purl.obolibrary.org/obo/XAO_0004487>	"Organ part consisting of the rounded end of a long bone (at its joint with adjacent bone), which in Xenopus are the tibia-fibula and femur of the hindlimb, and the radio-ulna and humerus of the forelimb."	
<http://purl.obolibrary.org/obo/XAO_0006011>	"The subcellular component of iridophores with give these pigment cells their iridescent qualities."	"GO:0043698"
<http://purl.obolibrary.org/obo/XAO_0005146>	"Entrance to the inner ear in the lateral wall of the otic capsule, which contains the footplate of the stapes."	"UBERON:0002501"
<http://purl.obolibrary.org/obo/XAO_0005305>	"Ventral region of early embryonic endomesoderm."	
<http://purl.obolibrary.org/obo/XAO_0003178>	"Skeletal subdivision comprising the dorsal skeletal elements of the hyoid arch."	"UBERON:0011152"
<http://purl.obolibrary.org/obo/XAO_0005277>		
<http://purl.obolibrary.org/obo/XAO_0005224>	"Anatomical region that overlaps the posterior and ventral regions of a body or body part."	
<http://purl.obolibrary.org/obo/XAO_0004377>	"Cartilaginous element comprising the posterior process of ceratohyal cartilage derived from the hyoid neural crest stream."	
<http://purl.obolibrary.org/obo/XAO_0005105>	"Blastomere which lies adjacent to the prospective ventral midline, posterior to its sister cell, blastomere V1.1.1, in the second tier of blastomeres. It contributes to trunk epidermis and neural crest cells, Rohon-Beard neurons, somites, the pronephric kidney, lateral plate mesoderm, tail fin mesenchyme, hindgut and proctodeum."	
<http://purl.obolibrary.org/obo/XAO_0000032>	"An anterior thickening of the sensorial layer of ectoderm, just above the cement gland. The hypophyseal layer separates from the stomodeal layer at NF stage 29 and 30, and when contacted by a protrusion of the foregut, the stomodeal layer will rupture to form the mouth opening at NF stage 39 and 40."	
<http://purl.obolibrary.org/obo/XAO_1000013>	"Nieuwkoop and Faber stage 3, corresponding to an embryo of age 2 hr at 22-24 Celsius and having the following external morphological criteria: Advanced four-cell stage. Second cleavage groove has reached vegetal pole. In animal view dorsal blastomeres usually smaller than ventral ones; the latter darker than the former. Length: 1.4 - 1.5 mm."	"UBERON:0007233"
<http://purl.obolibrary.org/obo/XAO_0003076>	"The first vertebra, which arises from the trunk somites 1 and 2."	"UBERON:0002413"
<http://purl.obolibrary.org/obo/XAO_0000327>	"Transient splenic primordia that degenerates by NF stage 40."	
<http://purl.obolibrary.org/obo/XAO_0004357>	"Muscle in the upper, medial side of the orbit whose primary action is downward, lateral rotation of the eye."	
<http://purl.obolibrary.org/obo/XAO_0004349>	"Muscle that consists of dorsal and ventral parts that arise from medial raphe and insert on the arytenoid cartilages."	
<http://purl.obolibrary.org/obo/XAO_0003098>	"A dorsally projecting part of the brain concerned especially with the coordination of muscles and the maintenance of bodily equilibrium, situated between the brain stem and the back of the cerebrum."	"UBERON:0002037"
<http://purl.obolibrary.org/obo/XAO_0004007>	"Epithelium that consists of a single layer of epithelial cells."	"UBERON:0000490 CARO:0000073"
<http://purl.obolibrary.org/obo/XAO_0004262>	"Lymphatic vessel located in the posterior ventral region of the trunk, ventral to the posterior cardinal vein."	
<http://purl.obolibrary.org/obo/XAO_1000035>	"Nieuwkoop and Faber stage 19, corresponding to an embryo of age 20 hr 45 min at 22-24 Celsius and having the following external morphological criteria: Initial neural tube stage. Neural folds touching each other, except for inconstant openings at anterior and posterior end and behind nucal region. Considerable lateral extension of brain. Lateral outline of embryo still convex. Length: 1.5 - 1.6 mm."	
<http://purl.obolibrary.org/obo/XAO_0004220>	"Lateral line placode that gives rise to the anteroventral lateral line nerve."	
<http://purl.obolibrary.org/obo/XAO_0000196>	"A major structure of the inner ear, ventral to the utriculus. Two small pouches extend from it: the papilla basilaris, and the papilla amphibiorum. The sacculus functions in the detection of sound."	"UBERON:0001854"
<http://purl.obolibrary.org/obo/XAO_0000292>	"The structure that is the basic functional unit of the adult or mesonephric kidney, consisting of the vascular loop of the glomerulus, the capsule, the nephrocoel, the nephric duct, the nephrostome and the nephric tubule."	"UBERON:0005322"
<http://purl.obolibrary.org/obo/XAO_0005177>	"The blastomere of the future right-ventral portion of the embryo at the 4-cell stage."	
<http://purl.obolibrary.org/obo/XAO_0000165>	"Situated along the perimeter of the adrenal gland, the adrenal cortex mediates the stress response through the production of mineralocorticoids and glucocorticoids, including aldosterone and cortisol respectively. It is also a secondary site of androgen synthesis. The perimeter region of the adrenal gland, the site of steroid synthesis."	"UBERON:0001235"
<http://purl.obolibrary.org/obo/XAO_0000220>	"Somitic compartment that is a precursor of dermis, the cells of which become arranged in a single layer that blankets the myotome, possibly continuously (unsegmented) across somites."	"UBERON:0004016"
<http://purl.obolibrary.org/obo/XAO_0005278>		
<http://purl.obolibrary.org/obo/XAO_1000006>	"Embryonic stage during which the future nervous system appears as a thickened plate in dorsal ectoderm, the plate then rolling up at its sides to form a tube; comprising Nieuwkoop and Faber stages 13 to 21."	"UBERON:0000110"
<http://purl.obolibrary.org/obo/XAO_0005114>	"Blastomere that is any of blastomeres V2.1 and V2.2 and their children cells after division, V2.1.1, V2.1.2, V2.2.1 and V2.2.2, on the left and right sides of embryo."	
<http://purl.obolibrary.org/obo/XAO_0000439>	"The structure that enables tadpoles, which are suspension feeders, to trap food particles. The palatoquadrate, ceratohyal and the connecting muscles are responsible for the irrigation and ventilation of the filter apparatus."	
<http://purl.obolibrary.org/obo/XAO_0003189>	"Spatial concept denoting a part of the body that is farther away from the center of the body than another part."	
<http://purl.obolibrary.org/obo/XAO_0003267>	"Either of the pair of structures lying on either side of the dorsal aorta in which fluid balance is regulated and waste is excreted out in the form of urine. Amphibians (and fish) have a early kidney, the pronephros/pronephric kidney, which consitsts of a single nephron attached to a pronephric duct, which in turn is linked to the cloaca. The pronephros functions as primary filtration system for the embryo while the mesonephric kidney develops. The pronephros starts to degenerate at NF stage 53. The mesonephros starts to form at NF stage 39 and contuinues to grow into the adult kidney."	"UBERON:0002113"
<http://purl.obolibrary.org/obo/XAO_0005311>	"The contractile element of skeletal and cardiac muscle; a long, highly organized bundle of actin, myosin, and other proteins that contracts by a sliding filament mechanism."	"GO:0030016"
<http://purl.obolibrary.org/obo/XAO_0000372>	"The leftmost of the two lymph hearts, pulsatile organs that are present in lower vertebrates and function to propel lymph into the venous system. Two bilaterally symmetrical lymph hearts can be seen adjacent to the somites 3 and 4 by NF stage 40, and can be seen beating by NF stage 43."	
<http://purl.obolibrary.org/obo/XAO_0004173>	"The major artery of the midbrain, which crosses the midbrain medially to meet its partner the mesencephalic vein."	"UBERON:0001634"
<http://purl.obolibrary.org/obo/XAO_0004060>	"A regenerating tissue composed of a proliferative mass of undifferentiated progenitor cells from which new differentiated structures arise."	"UBERON:0005306"
<http://purl.obolibrary.org/obo/XAO_0004241>	"A vein of the hind limb, first visible in the developing hind limb bud at c. NF stage 50 when it enters the ventral commissural vessel."	
<http://purl.obolibrary.org/obo/XAO_0004109>	"A portion of eye tissue that is re-growing after damage or amputation."	
<http://purl.obolibrary.org/obo/XAO_0005081>	"A gelatinous layer that surrounds the oocyte and releases chemoattractants that activate and guide sperm to the oocyte."	
<http://purl.obolibrary.org/obo/XAO_0003225>	"The plexiform layer of the retina positioned between the inner nuclear layer and the ganglion cell layer and containing the dendrites of retinal ganglion cells and processes of bipolar and amacrine cells."	"UBERON:0001795"
<http://purl.obolibrary.org/obo/XAO_0004516>	"The upper surface of the vegetal yolk mass which forms the floor for the blastocoel (cavity) of the early gastrula embryo."	
<http://purl.obolibrary.org/obo/XAO_0005279>		
<http://purl.obolibrary.org/obo/XAO_0004551>	"Cytoarchitectural part of the olfactory bulb, lying superior to the mitral cell layer and inferior to the glomerular layer. The EPL is mostly neuropil composed almost entirely of mitral and tulfted cell dendrites and granule cell dendrites and their synaptic inputs."	"UBERON:0005376"
<http://purl.obolibrary.org/obo/XAO_0004493>	"The presumptive cells of the pelvic girdle."	
<http://purl.obolibrary.org/obo/XAO_0005102>	"Blastomere which lies lateral to blastomere D2.1.1 in the fourth tier of blastomeres. It contributes cells to the cranial ganglia, neural crest, spinal cord, fin epidermis, branchial mesoderm, heart, somites, pharynx, foregut, liver, and hindgut."	
<http://purl.obolibrary.org/obo/XAO_0005192>	"Anatomical cluster comprising the most anterior region of the braincase and providing structural support for the peripheral olfactory organ."	"UBERON:0011241"
<http://purl.obolibrary.org/obo/XAO_0000341>	"One of a series of six paired embryological vascular structures that give rise to several major arteries."	"UBERON:0004363"
<http://purl.obolibrary.org/obo/XAO_1000040>	"Nieuwkoop and Faber stage 24, corresponding to an embryo of age 1 day, 2 hr 15 min at 22-24 Celsius and having the following external morphological criteria: Eyes protruding less far laterally than gill-area. Gill-area more prominent than jaw-area, gill-area not yet grooved. Ventral outline of embryo nicked. Tail bud discernible. Initial motor reactions to external stimulation. Length: 2.5 - 2.7 mm."	
<http://purl.obolibrary.org/obo/XAO_0004394>	"The presumptive cells of the hatching gland, present by the end of gastrulation."	
<http://purl.obolibrary.org/obo/XAO_0004514>	"The anterior part of the optic tectum."	
<http://purl.obolibrary.org/obo/XAO_0000401>	"Sclerotome cells of the cartilage fate."	
<http://purl.obolibrary.org/obo/XAO_0005097>	"Blastomere which lies adjacent to the prospective dorsal midline, posterior to its sister cell, blastomere D1.1.1, in the second tier of blastomeres. It contributes cells to a variety of tissues and organs, including the stomodeum, retina, epidermis, lens, cranial ganglia, epibranchial placodes, neural crest, brain, spinal cord, gut, liver, pharynx, somites, and archenteron roof."	
<http://purl.obolibrary.org/obo/XAO_0004391>	"The nucleus of the trochlear nerve (cranial nerve IV)."	
<http://purl.obolibrary.org/obo/XAO_0004528>	"The 16th somite located posterior to the head. This somite is resorbed at metamorphosis."	
<http://purl.obolibrary.org/obo/XAO_0004307>	"Mesoderm that will give rise, along with cranial neural crest cells, to connective tissue, bone and musculature in the head."	
<http://purl.obolibrary.org/obo/XAO_0004259>	"A distinct elevation of a transient proliferating cell mass of the subventricular zone; this mass contributes most of its cells to the neocortex; however, hippocampal neurons, thalamus, septum and olfactory bulb neurons are also partly derived from the MGE."	"UBERON:0004024"
<http://purl.obolibrary.org/obo/XAO_0004201>	"Skeletal tissue that is avascular tubular mineralized matrix, primarily made of dentine that is deposited by odontoblasts that are excluded from the matrix; develops from pre-dentine tissue."	
<http://purl.obolibrary.org/obo/XAO_0000462>	"The dorsal-most part of the sensory system on the surface of the tadpole consisting of small sensory patches (neuromasts) distributed in discrete lines over the body surface. The lateral line system is stimulated by local water displacements and vibrations, and detects propulsion of the tadpole through the water, as well as facilitating schooling, prey capture, and predator and obstacle avoidance."	"UBERON:0003095"
<http://purl.obolibrary.org/obo/XAO_0003247>	"A cell of an endocrine gland, ductless glands that secrete substances which are released directly into the circulation and which influence metabolism and other body functions."	"CL:0000163"
<http://purl.obolibrary.org/obo/XAO_0005043>	"An elongated, spindle-shaped cell that is located between the basal lamina and the plasmalemma of a muscle fiber. These cells are mostly quiescent, but upon activation they divide to produce cells that generate new muscle fibers."	"CL:0000594"
<http://purl.obolibrary.org/obo/XAO_0003155>	"An achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, which are found in blood or other tissues and trigger specific immune responses in adaptive immunity."	"CL:0000542"
<http://purl.obolibrary.org/obo/XAO_0000069>	"Embryonic tissue region that will make the ventral mesoderm."	
<http://purl.obolibrary.org/obo/XAO_0004200>	"Chondroid tissue that is not mineralized."	
<http://purl.obolibrary.org/obo/XAO_0000154>	"The organ that collects urine excreted by the kidneys before disposal by urination."	"UBERON:0001255"
<http://purl.obolibrary.org/obo/XAO_0004264>	"Limb segment that is the middle part of the limb (i.e. the radio-ulna of the forelimb, and the tarsus and tibia-fibula of the hindlimb, and surrounding tissues)."	"UBERON:0002471"
<http://purl.obolibrary.org/obo/XAO_0004303>	"Multi-tissue structure that is the dorsal part of the diencephalon and the major sensory input to which is visual."	
<http://purl.obolibrary.org/obo/XAO_0004285>	"Appendage that is one of the posterior paired appendages (i.e. the hindlimbs)."	
<http://purl.obolibrary.org/obo/XAO_0004025>	"Skeletal subdivision that undergoes direct development and includes elements that either develop in association with the basement membrane of the ectoderm or are homologous with such elements; includes dermatocranium, components of the appendicular skeleton, teeth and tooth-like elements of the oropharynx, and integumentary elements."	"UBERON:0010364"
<http://purl.obolibrary.org/obo/XAO_0000014>	"Middle part of the brain composed of the optic tectum and penducular region."	"UBERON:0001891"
<http://purl.obolibrary.org/obo/XAO_0003239>	"A cell that moves among different tissues of the body, via blood, lymph, or other medium."	"CL:0000080"
<http://purl.obolibrary.org/obo/XAO_0000282>	"Pharyngeal (endodermal) evaginations between the visceral arches from which the Eustachian tube is derived; pouches 2-4 open as gill slits."	"UBERON:0004117"
<http://purl.obolibrary.org/obo/XAO_0005137>	"A ciliated cell that has a single cilium."	
<http://purl.obolibrary.org/obo/XAO_0004478>	"The most posterior digit of a forelimb, consisting of a single metatarsal, 3 phalanges, and a claw."	
<http://purl.obolibrary.org/obo/XAO_1000026>	"Nieuwkoop and Faber stage 16, corresponding to an embryo of age 18 hr 15 min at 22-24 Celsius and having the following external morphological criteria: Mid neural fold stage. Anterior part of neural plate rectangular; darkly pigmented eye anlagen present; neural plate sharply constricted in the middle. Inner ridges on neural folds forming angle of about 90 degrees with neural plate in rhombencephalic region. Length: 1.5 - 1.6 mm."	
<http://purl.obolibrary.org/obo/XAO_0004238>	"A cartilaginous element that is the primordium or commencement of a femur."	
<http://purl.obolibrary.org/obo/XAO_0000064>	"A myogenic muscular organ found in the cardiovascular system. It is responsible for pumping blood throughout the blood vessels by repeated, rhythmic contractions. It is composed of cardiac muscle, which is an involuntary striated muscle tissue found only in this organ, and connective tissue. It is ultimately composed of three chambers (two atria and one ventricle), occupying a ventral position within the chest of the mature tadpole/frog."	"UBERON:0000948"
<http://purl.obolibrary.org/obo/XAO_0000025>	"The second most anterior of the migrating cranial neural crests streams, it lays between the mandibular and anterior branchial crest streams."	"UBERON:0007099"
<http://purl.obolibrary.org/obo/XAO_0005504>	"Structure comprising the tissues that surround the organs that are present within the abdominal cavity. The abdominal wall tissue is composed of layers of fat, parietal peritoneum, fascia, and muscles."	
<http://purl.obolibrary.org/obo/XAO_0000131>	"A short, wide tube that is part of the alimentary system and comprises the colon and rectum and empties into the cloaca. It lacks longitudinal folds characteristic of the small intestine. It absorbs water and salts from the gut lumen."	"UBERON:0000059"
<http://purl.obolibrary.org/obo/XAO_0004221>	"Lateral line placode that gives rise to the anterior lateral line nerve."	
<http://purl.obolibrary.org/obo/XAO_0000455>	"Hollow tree organ, the organ parts of which consist of the bile ducts."	"UBERON:0001173"
<http://purl.obolibrary.org/obo/XAO_0000188>	"Cranial nerve that is continuous with the layer of nerve cells on the inner surface of the eye. It exits the neurocranium via the large optic foramen and is covered by a fibrous connective tissue sheath. It transmits visual information from the retina to the brain."	"UBERON:0000941"
<http://purl.obolibrary.org/obo/XAO_1000020>	"Nieuwkoop and Faber stage 10, corresponding to an embryo of age 9 hr at 22-24 Celsius and having the following external morphological criteria: Initial gastrula stage. First indication of blastopore only by pigment concentration. No formation of groove. Length: 1.4 - 1.5 mm."	
<http://purl.obolibrary.org/obo/XAO_0003199>	"Part of the circulatory system that consists of a series of vessels that collect blood (exclusive of erythrocytes) which seeps through capillary walls and return it to the veins. The lymphatic system of vasculature drains lymph fluid from the tissue spaces of most organs and returns it to the blood vasculature for recirculation. The lymphatic sytem functions in immune responses. Anurans generate a lot of lymphatic fluid, largely as a consequence of their very leaky vasculature and high interstitial compliance. Lymph is ultimately pumped into the venous system by paired, dorsally located lymph hearts. Hedrick et al (2007) showed that lung inflation and deflation assists lymph movement. Lymph is moved during lung deflation to the subvertebral sac from anterior and posterior lymph sacs. During lung inflation, increased lymph sac pressure moves lymph to axillary regions, where lymph hearts can return lymph to the vascular space."	"UBERON:0002465"
<http://purl.obolibrary.org/obo/XAO_0004127>	"Muscle that pulls the hyoid apparatus forward and depresses the lower jaw."	"UBERON:0011151"
<http://purl.obolibrary.org/obo/XAO_0005042>	"The posterior of the two vertically oriented semicircular canals, which are situated at right angles to each other."	"UBERON:0001842"
<http://purl.obolibrary.org/obo/XAO_0006048>	"A major cell type which expresses cytokeratin type II, seen in the olfactory epithelium. The typical morphology has an apical cell soma (cell body) position and thin processes connecting to the basal lamina of the main olfcatory epithelium."	
<http://purl.obolibrary.org/obo/XAO_0000471>	"A cell type that is derived from the neural crest and gives pigmentation to skin cells. Their predominantly red-yellow hue depends on the pattern of fat-soluble carotenoids (obtained from the diet) and pteridines (synthesized from the cell). They are rarely found in pre-metamorphic larvae."	"CL:0000430"
<http://purl.obolibrary.org/obo/XAO_0003261>	"A non-ciliated columnar cell that extends from the epithelial free margin to the basement membrane of the olfactory epithelium."	"CL:0000853"
<http://purl.obolibrary.org/obo/XAO_0004315>	"A cell of the perichondrium, the fibrous membrane of connective tissue covering the surface of cartilage."	
<http://purl.obolibrary.org/obo/XAO_0004012>	"Organ entity that is typically involved in mechanical support and may have different skeletal tissue compositions at different stages."	"UBERON:0004765"
<http://purl.obolibrary.org/obo/XAO_0003171>	"An anatomical cluster that is part of the cranium and structurally supports the eye."	"UBERON:0001697"
<http://purl.obolibrary.org/obo/XAO_0005128>	"The posterior part of the foregut."	
<http://purl.obolibrary.org/obo/XAO_0006045>	"A type of granulocyte responsible for inflammatory reactions during immune response."	"CL:0000767"
<http://purl.obolibrary.org/obo/XAO_0004147>	"One of two veins that run upward at first in front, and subsequently on either side of the intestinal canal. They unite on the ventral aspect of the canal, and beyond this are connected to one another by two anastomotic branches, one on the dorsal, and the other on the ventral aspect of the duodenal portion of the intestine, which is thus encircled by two venous rings; into the middle or dorsal anastomosis the superior mesenteric vein opens. The portions of the veins above the upper ring become interrupted by the developing liver and broken up by it into a plexus of small capillary-like vessels termed sinusoids."	"UBERON:0005487"
<http://purl.obolibrary.org/obo/XAO_0003103>	"Anatomical structure consisting of a small, pointed keratinized appendage at the end of each of the three inner toes of the hindlimbs."	"UBERON:0001705"
